title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_bedrooms,apartment_bathrooms,apartment_total_area,apartment_living_area,price_in_USD,image,url
3 room apartment,Turkey,"Mersin, Turkey",2023,10,1,3,2,1,115.0,75.0,155804.0,https://realting.com/uploads/bigSlider/398/c9731c9e412dd.webp,https://realting.com/property-for-sale/turkey/zera-homes/1280819
5 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2025,,1,5,2,1,52.0,75.0,183691.0,https://realting.com/uploads/bigSlider/182/60ec7a5f1fa7.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1609523
4 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,4,2,1,175.0,75.0,209551.0,https://realting.com/uploads/bigSlider/243/1cbcb31d28a3f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541768
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,3,2,1,110.0,75.0,192930.0,https://realting.com/uploads/bigSlider/a35/b9188580899eefc235d672dfd86df.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757799
4 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,4,2,1,90.0,75.0,214668.0,https://realting.com/uploads/bigSlider/5cb/20f1e3b5736e722538fc154945512.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707131
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,1,2,2,1,55.0,75.0,198196.0,https://realting.com/uploads/bigSlider/d08/67b5d06e804fb.webp,https://realting.com/property-for-sale/turkey/zera-homes/1569637
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,2,2,3,2,1,130.0,75.0,203730.0,https://realting.com/uploads/bigSlider/a8d/878380f60f4cf.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537931
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,2,2,2,1,55.0,75.0,181680.0,https://realting.com/uploads/bigSlider/661/887b17d1a3327.webp,https://realting.com/property-for-sale/turkey/zera-homes/1590220
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,3,3,2,2,1,67.0,75.0,201402.0,https://realting.com/uploads/bigSlider/aca/c52ac547e2157.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540802
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,6,4,2,1,1,65.0,75.0,233690.0,https://realting.com/uploads/bigSlider/ffc/a48d19727784b1bd26ca81a7f1822.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750403
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,6,4,2,1,1,57.0,75.0,141301.0,https://realting.com/uploads/bigSlider/1a0/b9ccab9d9240930ee0751060bbfb9.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751981
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,6,2,2,2,1,60.0,75.0,139288.0,https://realting.com/uploads/bigSlider/6da/62ab2e84fb00b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1536840
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,2,2,1,52.0,75.0,148167.0,https://realting.com/uploads/bigSlider/916/6ab94e511d16b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537268
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,12,5,3,2,2,116.0,75.0,138040.0,https://realting.com/uploads/bigSlider/a1f/838510c3f3b46565b167bd33560ef.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751493
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,7,1,1,1,70.0,75.0,164225.0,https://realting.com/uploads/bigSlider/42c/88958963937f7.webp,https://realting.com/property-for-sale/turkey/kurtsafir/1128146
2 room apartment,Turkey,"Mediterranean Region, Antalya, Turkey",2023,,4,2,2,1,100.0,75.0,160865.0,https://realting.com/uploads/bigSlider/324/a95cba9a94d53.webp,https://realting.com/property-for-sale/turkey/turkrealt/1268781
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,1,1,3,2,1,100.0,75.0,195792.0,https://realting.com/uploads/bigSlider/d93/b113fc83079b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539210
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,5,1,3,2,2,105.0,75.0,199995.0,https://realting.com/uploads/bigSlider/227/198f9e07533b20e8f36ac97fcf7b0.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750741
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,2,2,1,70.0,75.0,196745.0,https://realting.com/uploads/bigSlider/9a3/49c0c4d72cecb.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1547971
4 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,11,6,4,2,1,160.0,75.0,242240.0,https://realting.com/uploads/bigSlider/ac2/727b0421a7767.webp,https://realting.com/property-for-sale/turkey/zera-homes/1552267
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,3,2,1,85.0,75.0,223581.0,https://realting.com/uploads/bigSlider/2cb/8037ba0d0e031d41092b4815f10df.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1664847
1 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,,4,3,1,1,50.0,75.0,229559.0,https://realting.com/uploads/bigSlider/8c1/e381bf3372925.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636722
2 room apartment,Turkey,"Mediterranean Region, Antalya, Turkey",2023,1,1,2,2,1,40.0,75.0,160656.0,https://realting.com/uploads/bigSlider/1aa/aaa51ae2a6787.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541021
4 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,7,4,4,2,1,135.0,75.0,259306.0,https://realting.com/uploads/bigSlider/cac/d298469e27633.webp,https://realting.com/property-for-sale/turkey/zera-homes/1357302
1 room apartment,Turkey,Turkey,2023,,4,1,1,1,45.0,75.0,156341.0,https://realting.com/uploads/bigSlider/b32/254929432ed5f.webp,https://realting.com/property-for-sale/turkey/viya-law-consulting/1419450
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,4,4,2,2,1,55.0,75.0,128059.0,https://realting.com/uploads/bigSlider/c63/992c626a6d48f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540430
1 room apartment,Turkey,"Alanya, Turkey",2023,,4,2,1,1,48.0,75.0,126018.0,https://realting.com/uploads/bigSlider/b30/5bec71583733.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1602889
3 room apartment,Turkey,"Mediterranean Region, Antalya, Turkey",2023,2,2,3,2,1,73.0,75.0,145121.0,https://realting.com/uploads/bigSlider/361/3595c1ca78c4f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542461
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,1,2,2,1,50.0,75.0,141301.0,https://realting.com/uploads/bigSlider/24c/05b367de32c87.webp,https://realting.com/property-for-sale/turkey/realty-world-utm-gayrimenkul/1407114
apartment,Turkey,"Alanya, Turkey",2023,10,4,3,2,1,60.0,75.0,131528.0,https://realting.com/uploads/bigSlider/b5f/85714b40a4b8b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1581539
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2011,,7,2,2,1,70.0,75.0,161409.0,https://realting.com/uploads/bigSlider/a63/9ca96331cc627.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1657644
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,9,1,3,2,1,115.0,75.0,187736.0,https://realting.com/uploads/bigSlider/c62/3d9c906f81e55.webp,https://realting.com/property-for-sale/turkey/zera-homes/1627990
2 room apartment,Turkey,"Istanbul, Turkey",2023,,4,2,2,1,63.0,75.0,178800.0,https://realting.com/uploads/bigSlider/b4d/c98e7a371d8f136d8fecfc2a463d5.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757755
4 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,5,5,4,2,1,135.0,75.0,244476.0,https://realting.com/uploads/bigSlider/4bb/c7278851c968b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1559524
4 room apartment,Turkey,"Marmara Region, Turkey",2023,,4,4,2,1,190.0,75.0,217386.0,https://realting.com/uploads/bigSlider/fda/d695317d2f40588f1e46e0678973d.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757861
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,11,10,3,2,1,120.0,75.0,256554.0,https://realting.com/uploads/bigSlider/312/94d6b9c71ca87.webp,https://realting.com/property-for-sale/turkey/zera-homes/1302744
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,4,3,2,1,135.0,75.0,221193.0,https://realting.com/uploads/bigSlider/d66/69b2649a68c53.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539412
5 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,12,12,5,2,1,180.0,75.0,278575.0,https://realting.com/uploads/bigSlider/e54/29b515522bcab.webp,https://realting.com/property-for-sale/turkey/zera-homes/1299423
2 room apartment,Turkey,"Gazipasa, Turkey",2023,,3,2,2,1,50.0,75.0,140214.0,https://realting.com/uploads/bigSlider/7ee/209dd7f4fd51eac6b991dcd1a6050.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685268
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,9,9,2,2,1,65.0,75.0,137636.0,https://realting.com/uploads/bigSlider/241/2ecf62e2cda59.webp,https://realting.com/property-for-sale/turkey/zera-homes/930284
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,3,2,2,1,61.0,75.0,156355.0,https://realting.com/uploads/bigSlider/b0c/49e18de70538f.webp,https://realting.com/property-for-sale/turkey/zera-homes/1416162
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,2,2,2,2,1,65.0,75.0,131551.0,https://realting.com/uploads/bigSlider/c81/be76328d4d037.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539770
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,4,4,3,2,1,120.0,75.0,139701.0,https://realting.com/uploads/bigSlider/a95/225694ddcd833.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542255
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2016,5,2,2,1,1,65.0,75.0,157605.0,https://realting.com/uploads/bigSlider/8da/337079f75f17fda9b01ec7810080a.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750942
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,2,2,1,60.0,75.0,142029.0,https://realting.com/uploads/bigSlider/117/7334c982b63d5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540271
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,3,2,2,1,60.0,75.0,180778.0,https://realting.com/uploads/bigSlider/4a1/e1a4ac9a3b6b5.webp,https://realting.com/property-for-sale/turkey/zera-homes/1654351
apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2022,,4,3,2,1,100.0,75.0,222820.0,https://realting.com/uploads/bigSlider/027/4996654d7ac344dc2feccf49792b2.webp,https://realting.com/property-for-sale/turkey/stay-property/1684992
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,12,2,3,2,1,130.0,75.0,230128.0,https://realting.com/uploads/bigSlider/729/a4638cf6f3045.webp,https://realting.com/property-for-sale/turkey/zera-homes/1509932
3 room apartment,Turkey,"Gazipasa, Turkey",2023,,2,3,2,1,58.0,75.0,172822.0,https://realting.com/uploads/bigSlider/cc1/ff354048ade24af871a8cc34a0d87.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685334
apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2016,,4,3,2,1,100.0,75.0,228255.0,https://realting.com/uploads/bigSlider/270/a3c888cb3b830d35329238413e5a1.webp,https://realting.com/property-for-sale/turkey/stay-property/1685043
3 room apartment,Turkey,"Marmara Region, Turkey",2023,,4,3,3,1,123.0,75.0,210864.0,https://realting.com/uploads/bigSlider/bdd/8852134cc5bddfdbd42706eb24cb0.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1633812
1 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,6,6,3,1,1,150.0,75.0,271732.0,https://realting.com/uploads/bigSlider/c74/e73892ca15f9be9ffde30136744a6.webp,https://realting.com/property-for-sale/turkey/mercury-group/1392472
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,,4,3,2,1,67.0,75.0,295492.0,https://realting.com/uploads/bigSlider/381/2210727e64002985dd85f4850ea69.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1721280
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,3,3,2,2,1,50.0,75.0,136526.0,https://realting.com/uploads/bigSlider/968/96cfc59234c27.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537146
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,1,2,1,1,55.0,75.0,137496.0,https://realting.com/uploads/bigSlider/171/8095a5a866c451ebb1b3621c818b6.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751277
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,4,2,2,1,55.0,75.0,132131.0,https://realting.com/uploads/bigSlider/a99/fbe034e41542b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1339233
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,4,4,3,2,1,100.0,75.0,160656.0,https://realting.com/uploads/bigSlider/5d9/4c9566d4a360d.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541610
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,3,2,1,120.0,75.0,133880.0,https://realting.com/uploads/bigSlider/958/66969293b9687.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538394
1 room apartment,Turkey,Turkey,2024,8,1,2,1,1,49.0,75.0,145676.0,https://realting.com/uploads/bigSlider/864/c4dd1cab2917b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1583223
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,12,3,4,3,2,190.0,75.0,239124.0,https://realting.com/uploads/bigSlider/9c3/134670ff2d9deeeb02ca675fc8c8b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750713
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,8,8,2,2,1,65.0,75.0,251048.0,https://realting.com/uploads/bigSlider/b81/8aea7f0d14783.webp,https://realting.com/property-for-sale/turkey/zera-homes/1529928
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,3,3,3,2,1,95.0,75.0,232834.0,https://realting.com/uploads/bigSlider/f4c/698934dc3a591.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539387
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,3,2,2,1,45.0,75.0,214162.0,https://realting.com/uploads/bigSlider/5c4/9e4a9d90b12b7.webp,https://realting.com/property-for-sale/turkey/zera-homes/1476389
4 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,5,5,4,2,1,130.0,75.0,192088.0,https://realting.com/uploads/bigSlider/665/9496c29299b37.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1559526
apartment,Turkey,"Central Anatolia Region, Turkey",2023,,4,3,2,1,100.0,75.0,223907.0,https://realting.com/uploads/bigSlider/464/fc09990f9f1d6f703990dc315a0a6.webp,https://realting.com/property-for-sale/turkey/stay-property/1638365
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,9,7,3,2,2,115.0,75.0,263037.0,https://realting.com/uploads/bigSlider/1ae/5c1d13d1ce143a0c16df9fbb62a29.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750371
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,8,5,3,2,1,135.0,75.0,241138.0,https://realting.com/uploads/bigSlider/14a/c495235a955ef.webp,https://realting.com/property-for-sale/turkey/zera-homes/1612314
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,3,1,2,2,1,60.0,75.0,218016.0,https://realting.com/uploads/bigSlider/a3a/3d8e85654ae83.webp,https://realting.com/property-for-sale/turkey/zera-homes/1593458
2 room apartment,Turkey,"Gazipasa, Turkey",2023,,4,3,2,2,110.0,75.0,138583.0,https://realting.com/uploads/bigSlider/cca/d1939732343a3.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636542
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,1,1,3,2,1,115.0,75.0,133880.0,https://realting.com/uploads/bigSlider/84c/7c07b987c9665.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537481
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,2,2,2,1,62.0,75.0,135866.0,https://realting.com/uploads/bigSlider/126/5c36c6a8b8b02bebcaf952cfd6092.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757515
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,5,5,2,2,1,84.0,75.0,122238.0,https://realting.com/uploads/bigSlider/b26/c3c8a453319ed.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540205
3 room apartment,Turkey,"Erdemli, Turkey",2023,,1,3,2,2,115.0,75.0,119562.0,https://realting.com/uploads/bigSlider/35f/44227cea51956fcb485054df6348e.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1705784
2 room apartment,Turkey,"Gazipasa, Turkey",2023,,2,2,2,1,51.0,75.0,126768.0,https://realting.com/uploads/bigSlider/b4c/35d485717c0a469d61488fc31eb0e.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685235
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,1,1,3,2,1,63.0,75.0,248709.0,https://realting.com/uploads/bigSlider/83d/9205c78f09e1f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540336
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,4,4,3,2,1,125.0,75.0,279401.0,https://realting.com/uploads/bigSlider/e32/3622736d85a0f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541173
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,10,7,3,2,2,110.0,75.0,215015.0,https://realting.com/uploads/bigSlider/092/bbbba12bbec3aab02d26464efed4c.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1714446
apartment,Turkey,"Central Anatolia Region, Turkey",2025,,4,3,2,1,100.0,75.0,247820.0,https://realting.com/uploads/bigSlider/841/ddff149888f332cb5be2dd1c54d97.webp,https://realting.com/property-for-sale/turkey/stay-property/1638159
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,3,2,1,112.0,75.0,256705.0,https://realting.com/uploads/bigSlider/533/0ef1d53f8e219549ad78edc5d4e0c.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1721272
4 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,4,2,1,192.0,75.0,249993.0,https://realting.com/uploads/bigSlider/756/1293eaccb663fce10795fd5a44b76.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707209
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2020,12,2,2,1,1,65.0,75.0,201082.0,https://realting.com/uploads/bigSlider/77b/3b7ceaf5843843301316f7e0746f8.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751008
4 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,9,8,4,2,1,109.0,75.0,168474.0,https://realting.com/uploads/bigSlider/10e/983ab961ba4fd5ed01505503e8044.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685115
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,,1,2,2,1,49.0,75.0,125037.0,https://realting.com/uploads/bigSlider/238/e6368d25c319f.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1630219
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,2,2,1,60.0,75.0,248907.0,https://realting.com/uploads/bigSlider/0d3/2a050acd6552db89448e10dddaad2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1721317
1 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,3,1,1,47.0,75.0,143475.0,https://realting.com/uploads/bigSlider/2cc/696f6943c494b.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636663
apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2003,,4,3,2,1,100.0,75.0,132605.0,https://realting.com/uploads/bigSlider/7bc/3754715ed411275e6db4baf58d5b1.webp,https://realting.com/property-for-sale/turkey/stay-property/1638239
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2025,,1,3,2,1,56.0,75.0,135866.0,https://realting.com/uploads/bigSlider/6af/997eb2eb04b0002e7b20c82ded0ed.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1689591
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,3,2,1,115.0,75.0,136526.0,https://realting.com/uploads/bigSlider/63e/e0a0af8da54a5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537144
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,2,2,1,52.0,75.0,129117.0,https://realting.com/uploads/bigSlider/257/8d883e73880ef.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541600
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,1,1,2,2,1,50.0,75.0,124143.0,https://realting.com/uploads/bigSlider/97c/7aaa8c26234c7.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537355
3 room apartment,Turkey,"Gazipasa, Turkey",2023,,3,3,2,1,88.0,75.0,228255.0,https://realting.com/uploads/bigSlider/cc1/ff354048ade24af871a8cc34a0d87.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685333
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,9,1,3,2,1,100.0,75.0,222970.0,https://realting.com/uploads/bigSlider/9cd/9b44529e84b93.webp,https://realting.com/property-for-sale/turkey/zera-homes/1483832
2 room apartment,Turkey,"Marmara Region, Turkey",2023,,4,3,2,1,80.0,75.0,243488.0,https://realting.com/uploads/bigSlider/696/a5daaaad60159.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1634280
3 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,3,2,1,120.0,75.0,285222.0,https://realting.com/uploads/bigSlider/388/3f847a63c1c3d.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1578298
5 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,5,2,1,194.0,75.0,217386.0,https://realting.com/uploads/bigSlider/842/583b931162017ab36c2e1fa5cc3d2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757862
5 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,,4,5,2,1,120.0,75.0,282601.0,https://realting.com/uploads/bigSlider/312/89ae6ed28fa44ee062482cdb763e2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707142
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2010,5,2,3,2,1,90.0,75.0,224994.0,https://realting.com/uploads/bigSlider/0a5/667bedd284ec43c72ea76c5587be6.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750460
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,2,2,1,54.0,75.0,176742.0,https://realting.com/uploads/bigSlider/546/ab21c48bb9373.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541990
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,4,1,2,2,1,45.0,75.0,136535.0,https://realting.com/uploads/bigSlider/e05/6a4ac5541adbb.webp,https://realting.com/property-for-sale/turkey/zera-homes/1630110
3 room apartment,Turkey,"Marmara Region, Turkey",2023,,4,3,3,1,141.0,75.0,277167.0,https://realting.com/uploads/bigSlider/dd9/28735c804dc0d38a2f4596494d857.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1634034
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,1,1,3,2,1,110.0,75.0,131551.0,https://realting.com/uploads/bigSlider/9cb/26c6b052167c7.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538047
3 room apartment,Turkey,"Mediterranean Region, Mersin, Turkey",2023,,2,3,2,1,69.0,75.0,120649.0,https://realting.com/uploads/bigSlider/263/26249f3ce613a828e95a82de4cca5.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685394
apartment,Turkey,"Marmara Region, Turkey",2023,,4,3,2,1,100.0,75.0,136000.0,https://realting.com/uploads/bigSlider/cc3/1b952854930ff.webp,https://realting.com/property-for-sale/turkey/sky-turkey-property/531467
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,1,2,2,1,60.0,75.0,153602.0,https://realting.com/uploads/bigSlider/988/9d8c972b9652b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1449713
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,3,3,2,2,1,60.0,75.0,142029.0,https://realting.com/uploads/bigSlider/4a6/c64e34e13613f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540869
apartment,Turkey,"Central Anatolia Region, Turkey",2024,,4,3,2,1,100.0,75.0,220163.0,https://realting.com/uploads/bigSlider/946/f033d2ea6a586cfc7670583e2c8b8.webp,https://realting.com/property-for-sale/turkey/stay-property/1761998
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,5,2,3,2,1,110.0,75.0,224072.0,https://realting.com/uploads/bigSlider/8c0/788732346c3ff.webp,https://realting.com/property-for-sale/turkey/zera-homes/1483857
3 room apartment,Turkey,"Marmara Region, Turkey",2025,22,1,4,3,2,122.0,75.0,240000.0,https://realting.com/uploads/bigSlider/b99/12fe910bcf13.webp,https://realting.com/property-for-sale/turkey/alanya-home/1548583
3 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2023,8,5,3,2,1,120.0,75.0,192691.0,https://realting.com/uploads/bigSlider/6d2/769a489e4217b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1320943
2 room apartment,Turkey,"Mediterranean Region, Alanya, Turkey",2020,5,1,3,2,1,70.0,75.0,131518.0,https://realting.com/uploads/bigSlider/228/cd2ecbb7c9235b0a2e047e3ddaddc.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750414
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,5,5,2,2,1,70.0,75.0,157163.0,https://realting.com/uploads/bigSlider/295/cb4bee0e4013f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539315
2 room apartment,Turkey,"Sekerhane Mahallesi, Alanya, Turkey",2023,1,1,2,2,1,50.0,75.0,111125.0,https://realting.com/uploads/bigSlider/e14/caf4664904fb3.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537433
