title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_bedrooms,apartment_bathrooms,apartment_total_area,apartment_living_area,price_in_USD,image,url
"2 room apartment 55 m² in Gazipasa, Turkey",Turkey,"Mediterranean Region, Gazipasa, Turkey",,3.0,3.0,2.0,,,55 m²,,73025.0,https://realting.com/uploads/bigSlider/323/2495aa5956767.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537343
"2 room apartment 85 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2023.0,,,3.0,2.0,1.0,85 m²,65 m²,88041.0,https://realting.com/uploads/bigSlider/251/4961e26ecf715b326ee06e28b5839.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1728749
"2 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,50 m²,,122238.0,https://realting.com/uploads/bigSlider/820/a279f33ac5df.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538114
"3 room apartment 100 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2022.0,,2.0,3.0,,2.0,100 m²,,66303.0,https://realting.com/uploads/bigSlider/4dc/cc6c926b4a92b.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1534216
"1 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2022.0,8.0,7.0,2.0,1.0,,60 m²,,155093.0,https://realting.com/uploads/bigSlider/6fe/8dfe4a21b01767a8cdc374d75bad8.webp,https://realting.com/property-for-sale/turkey/dda-real-estate/1726316
"3 room apartment 85 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,85 m²,,176954.0,https://realting.com/uploads/bigSlider/999/2ec865e669c43.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542030
"2 room apartment 120 m² in Ciftepinar, Turkey",Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",2024.0,14.0,,3.0,2.0,2.0,120 m²,84 m²,121736.0,https://realting.com/uploads/bigSlider/754/30457b156000d17c990acc4f93b44.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1728031
"1 room apartment 46 m² in Seki, Turkey",Turkey,"Seki, Mediterranean Region, Alanya, Turkey",,,,,1.0,1.0,46 m²,,121736.0,https://realting.com/uploads/bigSlider/b75/22965909c0e6f.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1636770
"4 room apartment 185 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2017.0,,3.0,4.0,,3.0,185 m²,,145648.0,https://realting.com/uploads/bigSlider/959/d304cb362d6660ac3d6f233836bc4.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1702486
"3 room apartment 110 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,110 m²,,139701.0,https://realting.com/uploads/bigSlider/a5c/d4a7894934177.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540851
"2 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,55 m²,,97367.0,https://realting.com/uploads/bigSlider/f32/e342f1a42d6b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540204
"2 room apartment 60 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2011.0,,1.0,2.0,,1.0,60 m²,,119562.0,https://realting.com/uploads/bigSlider/237/54e86aa6e6961.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1660162
"2 room apartment 73 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,16.0,12.0,2.0,,,73 m²,36 m²,97824.0,https://realting.com/uploads/bigSlider/860/edae2cbecca46789c361dfb33883c.webp,https://realting.com/property-for-sale/turkey/rpt/1722712
"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024.0,15.0,8.0,2.0,,,90 m²,30 m²,86954.0,https://realting.com/uploads/bigSlider/5a3/962fbd2126a9b8e62f5aa54ccaace.webp,https://realting.com/property-for-sale/turkey/rpt/1740484
"2 room apartment 55 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",,1.0,1.0,2.0,,,55 m²,,87313.0,https://realting.com/uploads/bigSlider/196/6a148c6a92df7.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542207
"3 room apartment 88 m² in Canakci, Turkey",Turkey,"Canakci, Mediterranean Region, Erdemli, Turkey",2023.0,,2.0,3.0,,1.0,88 m²,,78802.0,https://realting.com/uploads/bigSlider/05d/5d7c1874d5b10c641bfcde01c4de5.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1756553
"1 room apartment 45 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2023.0,4.0,3.0,2.0,1.0,,45 m²,,125000.0,https://realting.com/uploads/bigSlider/155/19012106eb44b151d107f411b98e8.webp,https://realting.com/property-for-sale/turkey/dda-real-estate/1740682
"3 room apartment 120 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",,3.0,3.0,3.0,,,120 m²,,116417.0,https://realting.com/uploads/bigSlider/729/9868cac725c37.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538946
"2 room apartment 70 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,16.0,14.0,2.0,,,70 m²,33 m²,98910.0,https://realting.com/uploads/bigSlider/aad/909851ea9c0d1345efbf2705684f4.webp,https://realting.com/property-for-sale/turkey/rpt/1722894
"4 room apartment 125 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,4.0,,,125 m²,,129329.0,https://realting.com/uploads/bigSlider/9c5/30d0e43e8cf27.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539262
"2 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,50 m²,,169334.0,https://realting.com/uploads/bigSlider/ab3/dea424c595193.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537278
"1 room apartment 50 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",2023.0,14.0,1.0,2.0,1.0,1.0,50 m²,,59972.0,https://realting.com/uploads/bigSlider/d83/7028df0d4c9503de87c67ec655bf4.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1748776
"3 room apartment 100 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,100 m²,,157163.0,https://realting.com/uploads/bigSlider/a54/24e62f34c6cb3.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540509
"2 room apartment 60 m² in Yaylali, Turkey",Turkey,"Yaylali, Mediterranean Region, Alanya, Turkey",,2.0,2.0,2.0,,,60 m²,,128059.0,https://realting.com/uploads/bigSlider/830/3e781d5543b8f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539032
"2 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,55 m²,,137372.0,https://realting.com/uploads/bigSlider/b12/69626a5a34f95.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541696
"2 room apartment 512 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,5.0,,3.0,2.0,1.0,512 m²,,113041.0,https://realting.com/uploads/bigSlider/506/4cae86e2655b7.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1752084
"3 room apartment 115 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,115 m²,,139701.0,https://realting.com/uploads/bigSlider/3c8/bac93326293d5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539950
"2 room apartment 120 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,13.0,3.0,2.0,,,120 m²,32 m²,132605.0,https://realting.com/uploads/bigSlider/a02/879578e8a1ec34fa85270fe258e00.webp,https://realting.com/property-for-sale/turkey/rpt/1740563
"2 room apartment 51 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,,2.0,,1.0,51 m²,,116301.0,https://realting.com/uploads/bigSlider/6cc/5adcb7dbb8c5af5225148c8bf8683.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1706995
"2 room apartment 70 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",2024.0,,,3.0,2.0,,70 m²,,97077.0,https://realting.com/uploads/bigSlider/bb9/14663e739c1aba08b05e6632d2871.webp,https://realting.com/property-for-sale/turkey/kinaci-property/1733141
"2 room apartment 90 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024.0,15.0,12.0,2.0,,,90 m²,30 m²,91302.0,https://realting.com/uploads/bigSlider/5a3/962fbd2126a9b8e62f5aa54ccaace.webp,https://realting.com/property-for-sale/turkey/rpt/1740498
"2 room apartment 63 m² in Konakli, Turkey",Turkey,"Konakli, Mediterranean Region, Alanya, Turkey",,1.0,1.0,2.0,,,63 m²,,84561.0,https://realting.com/uploads/bigSlider/d82/f2aa26e98ae91.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537179
"1 room apartment 53 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2024.0,15.0,15.0,2.0,1.0,1.0,53 m²,,72920.0,https://realting.com/uploads/bigSlider/f06/06cbb541bae1e587b0ef43721dd9c.webp,https://realting.com/property-for-sale/turkey/dda-real-estate/1673264
"1 room apartment 70 m² in Ciftepinar, Turkey",Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",2023.0,9.0,,2.0,1.0,1.0,70 m²,,83693.0,https://realting.com/uploads/bigSlider/fc8/f3aa9450556be3075cc01f0cd952d.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751949
"1 room apartment 50 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2024.0,3.0,,2.0,1.0,1.0,50 m²,44 m²,118475.0,https://realting.com/uploads/bigSlider/434/2be534339be3fb70213c6407074e6.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1732342
"1 room apartment 81 m² in Mediterranean Region, Turkey",Turkey,"Mediterranean Region, Turkey",2024.0,9.0,8.0,1.0,1.0,1.0,81 m²,,110850.0,https://realting.com/uploads/bigSlider/aca/673b126780b17.webp,https://realting.com/property-for-sale/turkey/proinvest/1302065
"4 room apartment 192 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,,4.0,,1.0,192 m²,,124997.0,https://realting.com/uploads/bigSlider/756/1293eaccb663fce10795fd5a44b76.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757446
"2 room apartment 47 m² in Yesiloez, Turkey",Turkey,"Yesiloez, Mediterranean Region, Alanya, Turkey",2023.0,,2.0,2.0,,1.0,47 m²,,118475.0,https://realting.com/uploads/bigSlider/676/ec52c229570326d879d79038f8ab9.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685654
"3 room apartment 95 m² in Yesilkoey, Turkey",Turkey,"Yesilkoey, Mediterranean Region, Antalya, Turkey",2023.0,,,3.0,,1.0,95 m²,,141301.0,https://realting.com/uploads/bigSlider/a9a/0b5189a22ea34c76e8ad0256b69d2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757548
"3 room apartment 72 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2023.0,,3.0,3.0,,1.0,72 m²,,56520.0,https://realting.com/uploads/bigSlider/30f/0ba58ec08e4be6a007bbfa6163d35.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1756335
"3 room apartment 82 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",2023.0,,,3.0,,1.0,82 m²,,128258.0,https://realting.com/uploads/bigSlider/626/51070aad5d01532b5e3f231c42916.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757465
"3 room apartment 100 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,16.0,3.0,3.0,,,100 m²,45 m²,113041.0,https://realting.com/uploads/bigSlider/87c/079fe6de9873008f17cdade949ac8.webp,https://realting.com/property-for-sale/turkey/rpt/1722765
"3 room apartment 120 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,120 m²,,126471.0,https://realting.com/uploads/bigSlider/142/534e1cdd3f313.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540499
"2 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,50 m²,,139701.0,https://realting.com/uploads/bigSlider/c36/d1e6cb083a473.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542263
"1 room apartment 51 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,9.0,6.0,1.0,1.0,1.0,51 m²,,140693.0,https://realting.com/uploads/bigSlider/c13/e6b9ae80b0f7.webp,https://realting.com/property-for-sale/turkey/proinvest/1301035
"2 room apartment 48 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,48 m²,,129646.0,https://realting.com/uploads/bigSlider/c6c/7bd797125445.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538202
"3 room apartment 120 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",2023.0,,,3.0,,1.0,120 m²,,86683.0,https://realting.com/uploads/bigSlider/835/2be588c0bb80fc8882485c6f7b73c.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1756646
"2 room apartment 51 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,2.0,,,51 m²,,97790.0,https://realting.com/uploads/bigSlider/e0a/ea0850caf2fab.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540147
"2 room apartment 39 m² in Kuzucu, Turkey",Turkey,"Kuzucu, Mediterranean Region, Mezitli, Turkey",2024.0,15.0,14.0,2.0,,,39 m²,28 m²,82607.0,https://realting.com/uploads/bigSlider/dcd/2fc8ce1fc85f13f2e7c466bdfeaad.webp,https://realting.com/property-for-sale/turkey/rpt/1723006
"1 room apartment 75 m² in Koyunlar, Turkey",Turkey,"Koyunlar, Mediterranean Region, Antalya, Turkey",2023.0,,,2.0,1.0,1.0,75 m²,63 m²,79889.0,https://realting.com/uploads/bigSlider/008/16a0d8ac4f672d739d71b7f16ff3c.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1727775
"2 room apartment 60 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2023.0,,3.0,2.0,,1.0,60 m²,,74998.0,https://realting.com/uploads/bigSlider/712/22ac93d1102cf5d616fad31d56464.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685401
"3 room apartment 120 m² in Ciftepinar, Turkey",Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",2023.0,,,3.0,,1.0,120 m²,,110867.0,https://realting.com/uploads/bigSlider/fc3/f2118f77f3f7b886aa2b77f216f38.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1710412
"3 room apartment 115 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",1985.0,,1.0,3.0,,2.0,115 m²,,98910.0,https://realting.com/uploads/bigSlider/811/7888534b9be3f.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1644404
"1 room apartment 75 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",,,8.0,2.0,1.0,,75 m²,,124213.0,https://realting.com/uploads/bigSlider/45a/da54ab552a547.webp,https://realting.com/property-for-sale/turkey/atalanta/681626
"2 room apartment 66 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,,,2.0,,1.0,66 m²,,122164.0,https://realting.com/uploads/bigSlider/f80/30caafc82991322f0fd17a46e1e47.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757420
"1 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,8.0,3.0,2.0,1.0,,55 m²,,113584.0,https://realting.com/uploads/bigSlider/d18/b8fa530f6cd067a30e0ffb773ef3b.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750739
"2 room apartment 90 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2022.0,5.0,1.0,2.0,2.0,1.0,90 m²,,151016.0,https://realting.com/uploads/bigSlider/c11/a650e43c626ff.webp,https://realting.com/property-for-sale/turkey/avior-estate-group/1656999
"Apartment  in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,,,,,,,,111954.0,https://realting.com/uploads/bigSlider/3f6/ea2795eb3148973821963a1cf62e7.webp,https://realting.com/property-for-sale/turkey/stay-property/1713372
"2 room apartment 54 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",,7.0,7.0,2.0,,,54 m²,,116715.0,https://realting.com/uploads/bigSlider/2c8/ce4760353b65b.webp,https://realting.com/property-for-sale/turkey/zera-homes/1465235
"2 room apartment 61 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2023.0,,4.0,2.0,,1.0,61 m²,,130431.0,https://realting.com/uploads/bigSlider/e1c/c4da3264d2e17.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1491685
"1 room apartment 55 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",,5.0,3.0,2.0,1.0,1.0,55 m²,,122512.0,https://realting.com/uploads/bigSlider/a67/21429cd5d6993.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1583302
"1 room apartment 45 m² in Konyaalti, Turkey",Turkey,"Konyaalti, Mediterranean Region, Antalya, Turkey",,,,,1.0,,45 m²,,141301.0,https://realting.com/uploads/bigSlider/d90/6f95b076b0513.webp,https://realting.com/property-for-sale/turkey/deniz-estate/1634052
"3 room apartment 115 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,115 m²,,128059.0,https://realting.com/uploads/bigSlider/312/626c6ea661d9b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1539891
"3 room apartment 57 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,3.0,,,57 m²,,84032.0,https://realting.com/uploads/bigSlider/294/31e234edc593b.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1541872
"2 room apartment 90 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,3.0,3.0,2.0,,,90 m²,,107104.0,https://realting.com/uploads/bigSlider/4fc/78b221c604b6f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540819
"2 room apartment 54 m² in Tuerkler, Turkey",Turkey,"Tuerkler, Mediterranean Region, Alanya, Turkey",,1.0,1.0,2.0,,,54 m²,,83609.0,https://realting.com/uploads/bigSlider/49a/ed32826d2e41f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537556
"1 room apartment 69 m² in Ciftepinar, Turkey",Turkey,"Ciftepinar, Mediterranean Region, Erdemli, Turkey",2023.0,12.0,,2.0,1.0,1.0,69 m²,41 m²,89128.0,https://realting.com/uploads/bigSlider/47a/6bd669c9be2fe7b0302dbeab602c6.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1729220
"2 room apartment 110 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,2.0,,3.0,2.0,2.0,110 m²,,70455.0,https://realting.com/uploads/bigSlider/a4c/379822c6e933b.webp,https://realting.com/property-for-sale/turkey/park-estate/599887
"1 room apartment 55 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,9.0,2.0,2.0,1.0,1.0,55 m²,,108454.0,https://realting.com/uploads/bigSlider/352/a9239eb4629c7.webp,https://realting.com/property-for-sale/turkey/alanya-home/1542732
"1 room apartment  in Okurcalar, Turkey",Turkey,"Okurcalar, Mediterranean Region, Alanya, Turkey",2024.0,,,2.0,1.0,1.0,,96 m²,,https://realting.com/uploads/bigSlider/88c/cd1c84bdc5637.webp,https://realting.com/property-for-sale/turkey/trustpoint/1297936
"3 room apartment 120 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Mersin, Turkey",2023.0,13.0,13.0,4.0,3.0,2.0,120 m²,,133692.0,https://realting.com/uploads/bigSlider/5b6/a7633def52632b546a05aba88f6f8.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751113
"2 room apartment  in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",,,,3.0,2.0,1.0,,93 m²,136033.0,https://realting.com/uploads/bigSlider/ad5/a010f8d0ab3b7.webp,https://realting.com/property-for-sale/turkey/reimer-real-estate/775085
"2 room apartment 73 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,16.0,14.0,2.0,,,73 m²,36 m²,99997.0,https://realting.com/uploads/bigSlider/860/edae2cbecca46789c361dfb33883c.webp,https://realting.com/property-for-sale/turkey/rpt/1722725
"2 room apartment 65 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",,8.0,8.0,2.0,,,65 m²,,154152.0,https://realting.com/uploads/bigSlider/a9d/6a5568e196943.webp,https://realting.com/property-for-sale/turkey/zera-homes/1509938
"1 room apartment 46 m² in Coerues, Turkey",Turkey,"Coerues, Mediterranean Region, Gazipasa, Turkey",2024.0,6.0,,2.0,1.0,1.0,46 m²,,132790.0,https://realting.com/uploads/bigSlider/810/813122af83b180ed0a284d83ad3a8.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751119
"2 room apartment 55 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,55 m²,,109009.0,https://realting.com/uploads/bigSlider/1e1/ecae64106ae67.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1537237
"3 room apartment 110 m² in Erdemli, Turkey",Turkey,"Mediterranean Region, Erdemli, Turkey",2023.0,,2.0,3.0,,1.0,110 m²,,104345.0,https://realting.com/uploads/bigSlider/94a/b90455e0194ffebfaccb08cc98742.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1719691
"1 room apartment  in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2017.0,,2.0,2.0,1.0,,,68 m²,128093.0,https://realting.com/uploads/bigSlider/421/26d265a7bc26b49aae76a9b6df157.webp,https://realting.com/property-for-sale/turkey/kinaci-property/1684362
"1 room apartment 50 m² in Coerues, Turkey",Turkey,"Coerues, Mediterranean Region, Gazipasa, Turkey",2025.0,7.0,,2.0,1.0,1.0,50 m²,,111954.0,https://realting.com/uploads/bigSlider/123/38410ca3523a3639a332508df8e11.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750522
"2 room apartment 47 m² in Kargicak, Turkey",Turkey,"Kargicak, Mediterranean Region, Alanya, Turkey",,6.0,2.0,2.0,,,47 m²,,145344.0,https://realting.com/uploads/bigSlider/442/6c6675e8063fb.webp,https://realting.com/property-for-sale/turkey/zera-homes/1624204
"3 room apartment 110 m² in Kepez, Turkey",Turkey,"Kepez, Mediterranean Region, Turkey",2016.0,5.0,1.0,4.0,3.0,1.0,110 m²,87 m²,116301.0,https://realting.com/uploads/bigSlider/601/b1bbef2c22e0d6f2eff9986a5c19a.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1729694
"1 room apartment  in Demirtas, Turkey",Turkey,"Demirtas, Mediterranean Region, Alanya, Turkey",,,,2.0,1.0,1.0,,52 m²,91589.0,https://realting.com/uploads/bigSlider/107/06d5e9ba2f08f.webp,https://realting.com/property-for-sale/turkey/trustpoint/1428095
"2 room apartment 75 m² in Elvanli, Turkey",Turkey,"Elvanli, Mediterranean Region, Mersin, Turkey",2024.0,16.0,13.0,2.0,,,75 m²,35 m²,99997.0,https://realting.com/uploads/bigSlider/fc0/715625f096236d12352cfc074ef0f.webp,https://realting.com/property-for-sale/turkey/rpt/1722624
"2 room apartment 55 m² in Okurcalar, Turkey",Turkey,"Okurcalar, Mediterranean Region, Alanya, Turkey",2023.0,,3.0,2.0,,1.0,55 m²,,95650.0,https://realting.com/uploads/bigSlider/a22/58ac027d324cf1cc8fbc6d5adab72.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1685646
"2 room apartment 100 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,,3.0,2.0,2.0,100 m²,,65036.0,https://realting.com/uploads/bigSlider/a9c/813317895f6c3.webp,https://realting.com/property-for-sale/turkey/park-estate/599916
"3 room apartment 140 m² in Mersin, Turkey",Turkey,"Mediterranean Region, Turkey",,12.0,7.0,4.0,3.0,2.0,140 m²,95 m²,105000.0,https://realting.com/uploads/bigSlider/2e3/aba9eac9f263bf6d8d4038fa0430b.webp,https://realting.com/property-for-sale/turkey/avior-estate-group/1676630
"2 room apartment 51 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,1.0,1.0,2.0,,,51 m²,,116417.0,https://realting.com/uploads/bigSlider/648/693fbd10c47e1.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542220
"2 room apartment 50 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2021.0,,1.0,2.0,,1.0,50 m²,,119562.0,https://realting.com/uploads/bigSlider/47d/87dceb6239b0934ebc0372ac95b86.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1766539
"1 room apartment 50 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2022.0,8.0,5.0,2.0,1.0,,50 m²,,131518.0,https://realting.com/uploads/bigSlider/f9b/4f0871645f1c61fe19d6c1882b38c.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750413
"4 room apartment 90 m² in Avsallar, Turkey",Turkey,"Avsallar, Mediterranean Region, Alanya, Turkey",2023.0,,,4.0,,1.0,90 m²,,107334.0,https://realting.com/uploads/bigSlider/5cb/20f1e3b5736e722538fc154945512.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1757318
